CSV File Name,Original Label,Softmax Output,Predicted Label,Probability Label 1
SotukenA_data_2032.csv,0,"[3.0635045e-05, 0.99996936]",1,0.99996936
SotukenA_data_10017.csv,0,"[3.159488e-05, 0.9999684]",1,0.9999684
SotukenA_data_1354.csv,0,"[3.2484502e-05, 0.99996746]",1,0.99996746
SotukenA_data_7575.csv,1,"[3.429994e-05, 0.99996567]",1,0.99996567
SotukenA_data_3291.csv,0,"[3.569786e-05, 0.99996436]",1,0.99996436
SotukenA_data_3561.csv,0,"[3.723493e-05, 0.9999628]",1,0.9999628
SotukenA_data_10194.csv,0,"[3.734478e-05, 0.9999627]",1,0.9999627
SotukenA_data_2407.csv,0,"[3.7804217e-05, 0.9999622]",1,0.9999622
SotukenA_data_2958.csv,0,"[3.991976e-05, 0.99996006]",1,0.99996006
SotukenA_data_10083.csv,0,"[4.0921772e-05, 0.9999591]",1,0.9999591
SotukenA_data_2130.csv,0,"[4.1631625e-05, 0.9999584]",1,0.9999584
SotukenA_data_3566.csv,0,"[4.1785148e-05, 0.99995816]",1,0.99995816
SotukenA_data_1032.csv,0,"[4.3060798e-05, 0.99995697]",1,0.99995697
SotukenA_data_9874.csv,1,"[4.6083558e-05, 0.99995387]",1,0.99995387
SotukenA_data_10364.csv,0,"[5.1121355e-05, 0.99994886]",1,0.99994886
SotukenA_data_1484.csv,0,"[5.2670504e-05, 0.9999473]",1,0.9999473
SotukenA_data_9666.csv,1,"[5.4988657e-05, 0.99994504]",1,0.99994504
SotukenA_data_2908.csv,0,"[5.6133074e-05, 0.99994385]",1,0.99994385
SotukenA_data_241.csv,0,"[5.7489367e-05, 0.99994254]",1,0.99994254
SotukenA_data_10363.csv,0,"[5.9486934e-05, 0.9999405]",1,0.9999405
SotukenA_data_6935.csv,1,"[6.0540628e-05, 0.99993944]",1,0.99993944
SotukenA_data_2644.csv,0,"[6.116095e-05, 0.99993885]",1,0.99993885
SotukenA_data_3080.csv,1,"[6.131261e-05, 0.9999387]",1,0.9999387
SotukenA_data_6599.csv,1,"[6.167448e-05, 0.99993837]",1,0.99993837
SotukenA_data_7384.csv,1,"[6.2625695e-05, 0.9999374]",1,0.9999374
SotukenA_data_6877.csv,1,"[6.361712e-05, 0.99993634]",1,0.99993634
SotukenA_data_1987.csv,0,"[6.5193766e-05, 0.9999348]",1,0.9999348
SotukenA_data_259.csv,0,"[6.5815046e-05, 0.9999342]",1,0.9999342
SotukenA_data_1336.csv,0,"[6.7988e-05, 0.99993205]",1,0.99993205
SotukenA_data_6574.csv,1,"[6.808526e-05, 0.99993193]",1,0.99993193
SotukenA_data_3791.csv,1,"[7.0514354e-05, 0.9999294]",1,0.9999294
SotukenA_data_1879.csv,0,"[7.138006e-05, 0.9999286]",1,0.9999286
SotukenA_data_10111.csv,0,"[7.35118e-05, 0.99992645]",1,0.99992645
SotukenA_data_3324.csv,0,"[7.428797e-05, 0.99992573]",1,0.99992573
SotukenA_data_5161.csv,1,"[7.494286e-05, 0.999925]",1,0.999925
SotukenA_data_5191.csv,1,"[7.6526965e-05, 0.99992347]",1,0.99992347
SotukenA_data_6517.csv,1,"[7.959312e-05, 0.99992037]",1,0.99992037
SotukenA_data_10234.csv,1,"[8.0425045e-05, 0.99991953]",1,0.99991953
SotukenA_data_3562.csv,0,"[8.413874e-05, 0.99991584]",1,0.99991584
SotukenA_data_1515.csv,0,"[8.451128e-05, 0.9999155]",1,0.9999155
SotukenA_data_2966.csv,1,"[9.561466e-05, 0.9999044]",1,0.9999044
SotukenA_data_1465.csv,0,"[0.00010602208, 0.999894]",1,0.999894
SotukenA_data_1075.csv,0,"[0.000109674744, 0.9998903]",1,0.9998903
SotukenA_data_8332.csv,1,"[0.000114475086, 0.99988556]",1,0.99988556
SotukenA_data_2465.csv,0,"[0.000119633136, 0.9998803]",1,0.9998803
SotukenA_data_135.csv,1,"[0.00012444054, 0.99987555]",1,0.99987555
SotukenA_data_2978.csv,0,"[0.00012816892, 0.99987185]",1,0.99987185
SotukenA_data_1742.csv,0,"[0.0001297853, 0.9998702]",1,0.9998702
SotukenA_data_2467.csv,0,"[0.0001362061, 0.99986374]",1,0.99986374
SotukenA_data_786.csv,1,"[0.00013861815, 0.99986136]",1,0.99986136
SotukenA_data_1187.csv,0,"[0.00014005239, 0.9998599]",1,0.9998599
SotukenA_data_10050.csv,0,"[0.00014328487, 0.9998567]",1,0.9998567
SotukenA_data_9872.csv,1,"[0.00014638004, 0.9998536]",1,0.9998536
SotukenA_data_10310.csv,1,"[0.0001516797, 0.99984825]",1,0.99984825
SotukenA_data_4659.csv,1,"[0.00015312023, 0.9998468]",1,0.9998468
SotukenA_data_3494.csv,0,"[0.0001540553, 0.99984586]",1,0.99984586
SotukenA_data_340.csv,0,"[0.0001551635, 0.9998448]",1,0.9998448
SotukenA_data_2161.csv,0,"[0.00015730811, 0.99984264]",1,0.99984264
SotukenA_data_10473.csv,0,"[0.0001609919, 0.99983895]",1,0.99983895
SotukenA_data_2553.csv,1,"[0.00016126799, 0.9998387]",1,0.9998387
SotukenA_data_1831.csv,0,"[0.00016180339, 0.9998381]",1,0.9998381
SotukenA_data_4393.csv,1,"[0.00016614964, 0.9998338]",1,0.9998338
SotukenA_data_2191.csv,0,"[0.00017567705, 0.99982435]",1,0.99982435
SotukenA_data_2663.csv,0,"[0.000177218, 0.9998228]",1,0.9998228
SotukenA_data_4940.csv,1,"[0.00017887219, 0.9998211]",1,0.9998211
SotukenA_data_2789.csv,0,"[0.00018228542, 0.9998178]",1,0.9998178
SotukenA_data_248.csv,1,"[0.0001877285, 0.9998123]",1,0.9998123
SotukenA_data_2822.csv,0,"[0.00018832264, 0.9998117]",1,0.9998117
SotukenA_data_968.csv,1,"[0.0001922913, 0.9998078]",1,0.9998078
SotukenA_data_2919.csv,1,"[0.00019333333, 0.9998067]",1,0.9998067
SotukenA_data_10032.csv,0,"[0.00021222219, 0.99978775]",1,0.99978775
SotukenA_data_8732.csv,1,"[0.00022388017, 0.9997762]",1,0.9997762
SotukenA_data_3462.csv,0,"[0.00022773368, 0.99977225]",1,0.99977225
SotukenA_data_8993.csv,1,"[0.0002313339, 0.9997687]",1,0.9997687
SotukenA_data_2660.csv,0,"[0.00025994642, 0.99974006]",1,0.99974006
SotukenA_data_302.csv,1,"[0.00026716394, 0.9997328]",1,0.9997328
SotukenA_data_18.csv,0,"[0.0002724428, 0.99972755]",1,0.99972755
SotukenA_data_4313.csv,1,"[0.0002751537, 0.9997248]",1,0.9997248
SotukenA_data_4822.csv,1,"[0.00027847796, 0.99972147]",1,0.99972147
SotukenA_data_8180.csv,1,"[0.00029892445, 0.9997011]",1,0.9997011
SotukenA_data_10554.csv,1,"[0.00031335556, 0.9996867]",1,0.9996867
SotukenA_data_1692.csv,0,"[0.000330103, 0.9996699]",1,0.9996699
SotukenA_data_7136.csv,1,"[0.00037430107, 0.9996257]",1,0.9996257
SotukenA_data_3032.csv,0,"[0.00038593574, 0.99961406]",1,0.99961406
SotukenA_data_464.csv,1,"[0.00039074486, 0.9996093]",1,0.9996093
SotukenA_data_6174.csv,1,"[0.000398004, 0.999602]",1,0.999602
SotukenA_data_719.csv,1,"[0.0004021604, 0.99959785]",1,0.99959785
SotukenA_data_10500.csv,0,"[0.00040987917, 0.9995901]",1,0.9995901
SotukenA_data_2923.csv,0,"[0.0004359787, 0.999564]",1,0.999564
SotukenA_data_1357.csv,0,"[0.00046370752, 0.9995363]",1,0.9995363
SotukenA_data_6086.csv,1,"[0.00047587042, 0.9995241]",1,0.9995241
SotukenA_data_1496.csv,0,"[0.00047832352, 0.99952173]",1,0.99952173
SotukenA_data_1629.csv,0,"[0.00048745505, 0.99951255]",1,0.99951255
SotukenA_data_269.csv,0,"[0.0004907711, 0.9995092]",1,0.9995092
SotukenA_data_1120.csv,0,"[0.0004979156, 0.99950206]",1,0.99950206
SotukenA_data_10064.csv,1,"[0.00054697203, 0.999453]",1,0.999453
SotukenA_data_2563.csv,0,"[0.0005585478, 0.99944144]",1,0.99944144
SotukenA_data_5299.csv,1,"[0.0005626448, 0.9994374]",1,0.9994374
SotukenA_data_2897.csv,0,"[0.00057526305, 0.9994248]",1,0.9994248
SotukenA_data_1895.csv,0,"[0.0005963475, 0.9994036]",1,0.9994036
SotukenA_data_5889.csv,1,"[0.0006552478, 0.99934477]",1,0.99934477
SotukenA_data_8022.csv,1,"[0.00065582385, 0.99934417]",1,0.99934417
SotukenA_data_5701.csv,1,"[0.00066287554, 0.99933714]",1,0.99933714
SotukenA_data_1826.csv,0,"[0.0006858122, 0.9993142]",1,0.9993142
SotukenA_data_4718.csv,1,"[0.00069127954, 0.9993087]",1,0.9993087
SotukenA_data_8946.csv,1,"[0.00078893965, 0.9992111]",1,0.9992111
SotukenA_data_10274.csv,1,"[0.0008394655, 0.9991605]",1,0.9991605
SotukenA_data_8677.csv,1,"[0.0008701663, 0.99912983]",1,0.99912983
SotukenA_data_6554.csv,1,"[0.0009022215, 0.9990978]",1,0.9990978
SotukenA_data_10284.csv,0,"[0.0009077145, 0.99909234]",1,0.99909234
SotukenA_data_9138.csv,1,"[0.00097025285, 0.99902976]",1,0.99902976
SotukenA_data_1819.csv,1,"[0.0009984087, 0.99900156]",1,0.99900156
SotukenA_data_1068.csv,1,"[0.0010893357, 0.99891067]",1,0.99891067
SotukenA_data_1613.csv,1,"[0.0011870809, 0.9988129]",1,0.9988129
SotukenA_data_1772.csv,0,"[0.0011969295, 0.998803]",1,0.998803
SotukenA_data_2545.csv,0,"[0.0011981946, 0.9988018]",1,0.9988018
SotukenA_data_6571.csv,1,"[0.0012016717, 0.9987984]",1,0.9987984
SotukenA_data_4848.csv,1,"[0.0012323135, 0.99876773]",1,0.99876773
SotukenA_data_10185.csv,0,"[0.0012747925, 0.99872524]",1,0.99872524
SotukenA_data_2578.csv,0,"[0.0013703685, 0.9986297]",1,0.9986297
SotukenA_data_2085.csv,0,"[0.0014244316, 0.99857557]",1,0.99857557
SotukenA_data_10216.csv,0,"[0.0017225951, 0.9982774]",1,0.9982774
SotukenA_data_10020.csv,0,"[0.0018737376, 0.9981262]",1,0.9981262
SotukenA_data_2320.csv,0,"[0.0019061075, 0.9980939]",1,0.9980939
SotukenA_data_7416.csv,1,"[0.0020495728, 0.9979505]",1,0.9979505
SotukenA_data_7247.csv,1,"[0.0020876394, 0.99791235]",1,0.99791235
SotukenA_data_4821.csv,1,"[0.0022129093, 0.9977871]",1,0.9977871
SotukenA_data_10463.csv,1,"[0.002361307, 0.9976387]",1,0.9976387
SotukenA_data_1132.csv,1,"[0.0024337096, 0.99756634]",1,0.99756634
SotukenA_data_3034.csv,1,"[0.0024793881, 0.9975206]",1,0.9975206
SotukenA_data_2841.csv,1,"[0.0025989201, 0.9974011]",1,0.9974011
SotukenA_data_2944.csv,0,"[0.0027230226, 0.99727696]",1,0.99727696
SotukenA_data_2094.csv,0,"[0.0027801674, 0.9972198]",1,0.9972198
SotukenA_data_3571.csv,0,"[0.0035336441, 0.9964664]",1,0.9964664
SotukenA_data_10135.csv,0,"[0.0037329579, 0.996267]",1,0.996267
SotukenA_data_1848.csv,1,"[0.003912218, 0.9960878]",1,0.9960878
SotukenA_data_5292.csv,1,"[0.003923036, 0.996077]",1,0.996077
SotukenA_data_258.csv,0,"[0.004031616, 0.99596834]",1,0.99596834
SotukenA_data_2982.csv,0,"[0.0040432066, 0.9959567]",1,0.9959567
SotukenA_data_7405.csv,1,"[0.0042120786, 0.9957879]",1,0.9957879
SotukenA_data_4352.csv,1,"[0.0053479974, 0.99465203]",1,0.99465203
SotukenA_data_2619.csv,1,"[0.005416779, 0.9945832]",1,0.9945832
SotukenA_data_1000.csv,0,"[0.0055141305, 0.9944859]",1,0.9944859
SotukenA_data_1147.csv,0,"[0.0058305915, 0.9941695]",1,0.9941695
SotukenA_data_1840.csv,0,"[0.006020668, 0.99397933]",1,0.99397933
SotukenA_data_10079.csv,0,"[0.0060446537, 0.9939553]",1,0.9939553
SotukenA_data_1719.csv,1,"[0.006109474, 0.9938905]",1,0.9938905
SotukenA_data_3554.csv,0,"[0.006417291, 0.99358267]",1,0.99358267
SotukenA_data_3037.csv,0,"[0.0067406013, 0.9932594]",1,0.9932594
SotukenA_data_6592.csv,1,"[0.0069804974, 0.9930195]",1,0.9930195
SotukenA_data_10461.csv,1,"[0.00699137, 0.9930086]",1,0.9930086
SotukenA_data_1946.csv,0,"[0.0069958707, 0.99300414]",1,0.99300414
SotukenA_data_10089.csv,0,"[0.007081878, 0.9929181]",1,0.9929181
SotukenA_data_1845.csv,0,"[0.0077618514, 0.9922382]",1,0.9922382
SotukenA_data_1314.csv,0,"[0.008048177, 0.9919518]",1,0.9919518
SotukenA_data_3862.csv,1,"[0.008111976, 0.991888]",1,0.991888
SotukenA_data_5164.csv,1,"[0.00828441, 0.9917156]",1,0.9917156
SotukenA_data_1605.csv,1,"[0.008492114, 0.9915079]",1,0.9915079
SotukenA_data_6645.csv,1,"[0.0092238095, 0.99077624]",1,0.99077624
SotukenA_data_8443.csv,1,"[0.00980644, 0.99019355]",1,0.99019355
SotukenA_data_522.csv,1,"[0.009902626, 0.9900974]",1,0.9900974
SotukenA_data_3311.csv,0,"[0.010228983, 0.989771]",1,0.989771
SotukenA_data_2449.csv,0,"[0.010285645, 0.9897143]",1,0.9897143
SotukenA_data_2222.csv,0,"[0.010573761, 0.98942626]",1,0.98942626
SotukenA_data_8439.csv,1,"[0.010672727, 0.9893273]",1,0.9893273
SotukenA_data_10100.csv,0,"[0.011434013, 0.988566]",1,0.988566
SotukenA_data_1751.csv,0,"[0.011515811, 0.9884842]",1,0.9884842
SotukenA_data_2255.csv,1,"[0.01156058, 0.98843944]",1,0.98843944
SotukenA_data_233.csv,1,"[0.012156386, 0.98784363]",1,0.98784363
SotukenA_data_6370.csv,1,"[0.012745615, 0.98725444]",1,0.98725444
SotukenA_data_6804.csv,1,"[0.014098593, 0.9859014]",1,0.9859014
SotukenA_data_2367.csv,1,"[0.014829627, 0.9851703]",1,0.9851703
SotukenA_data_166.csv,0,"[0.015988931, 0.9840111]",1,0.9840111
SotukenA_data_9760.csv,1,"[0.016216986, 0.98378307]",1,0.98378307
SotukenA_data_5365.csv,1,"[0.016433464, 0.9835666]",1,0.9835666
SotukenA_data_10403.csv,1,"[0.016773809, 0.98322624]",1,0.98322624
SotukenA_data_7841.csv,1,"[0.016993854, 0.9830062]",1,0.9830062
SotukenA_data_1145.csv,0,"[0.017996563, 0.9820034]",1,0.9820034
SotukenA_data_318.csv,0,"[0.018012311, 0.98198766]",1,0.98198766
SotukenA_data_9839.csv,1,"[0.019659167, 0.98034084]",1,0.98034084
SotukenA_data_10243.csv,1,"[0.020271199, 0.97972876]",1,0.97972876
SotukenA_data_2090.csv,0,"[0.020424433, 0.9795756]",1,0.9795756
SotukenA_data_138.csv,0,"[0.023761554, 0.9762384]",1,0.9762384
SotukenA_data_10537.csv,0,"[0.023966765, 0.9760332]",1,0.9760332
SotukenA_data_10429.csv,0,"[0.028565302, 0.9714347]",1,0.9714347
SotukenA_data_210.csv,0,"[0.029634891, 0.97036505]",1,0.97036505
SotukenA_data_2402.csv,0,"[0.03096222, 0.9690378]",1,0.9690378
SotukenA_data_3279.csv,0,"[0.034134176, 0.9658658]",1,0.9658658
SotukenA_data_6911.csv,1,"[0.0360645, 0.9639355]",1,0.9639355
SotukenA_data_2392.csv,1,"[0.03606993, 0.9639301]",1,0.9639301
SotukenA_data_1166.csv,0,"[0.037498936, 0.9625011]",1,0.9625011
SotukenA_data_10434.csv,1,"[0.038121182, 0.96187884]",1,0.96187884
SotukenA_data_764.csv,1,"[0.03906157, 0.9609384]",1,0.9609384
SotukenA_data_337.csv,0,"[0.04048228, 0.9595178]",1,0.9595178
SotukenA_data_10125.csv,0,"[0.045935836, 0.95406413]",1,0.95406413
SotukenA_data_2857.csv,0,"[0.046473052, 0.953527]",1,0.953527
SotukenA_data_4689.csv,1,"[0.04660776, 0.9533922]",1,0.9533922
SotukenA_data_7726.csv,1,"[0.04814105, 0.95185894]",1,0.95185894
SotukenA_data_8866.csv,1,"[0.04922448, 0.95077556]",1,0.95077556
SotukenA_data_7440.csv,1,"[0.053186942, 0.946813]",1,0.946813
SotukenA_data_3202.csv,1,"[0.05586301, 0.944137]",1,0.944137
SotukenA_data_2370.csv,0,"[0.056842197, 0.94315785]",1,0.94315785
SotukenA_data_658.csv,1,"[0.0598822, 0.9401178]",1,0.9401178
SotukenA_data_3151.csv,0,"[0.06376828, 0.93623173]",1,0.93623173
SotukenA_data_2234.csv,0,"[0.07110302, 0.928897]",1,0.928897
SotukenA_data_2909.csv,0,"[0.07315981, 0.9268402]",1,0.9268402
SotukenA_data_1785.csv,1,"[0.076260656, 0.9237393]",1,0.9237393
SotukenA_data_9823.csv,1,"[0.081738204, 0.91826177]",1,0.91826177
SotukenA_data_1306.csv,0,"[0.08704198, 0.912958]",1,0.912958
SotukenA_data_2266.csv,0,"[0.0909791, 0.90902084]",1,0.90902084
SotukenA_data_2091.csv,0,"[0.092877954, 0.9071221]",1,0.9071221
SotukenA_data_8666.csv,1,"[0.10193754, 0.8980625]",1,0.8980625
SotukenA_data_10265.csv,1,"[0.10344638, 0.8965536]",1,0.8965536
SotukenA_data_1957.csv,1,"[0.103837825, 0.8961622]",1,0.8961622
SotukenA_data_1960.csv,0,"[0.10411984, 0.89588016]",1,0.89588016
SotukenA_data_3536.csv,1,"[0.111717395, 0.8882826]",1,0.8882826
SotukenA_data_9086.csv,1,"[0.11770857, 0.88229144]",1,0.88229144
SotukenA_data_215.csv,0,"[0.12950143, 0.87049854]",1,0.87049854
SotukenA_data_5680.csv,1,"[0.1335838, 0.8664162]",1,0.8664162
SotukenA_data_2700.csv,0,"[0.1353641, 0.8646358]",1,0.8646358
SotukenA_data_10042.csv,0,"[0.14874463, 0.85125536]",1,0.85125536
SotukenA_data_2708.csv,0,"[0.15423702, 0.84576297]",1,0.84576297
SotukenA_data_7231.csv,1,"[0.18192722, 0.81807274]",1,0.81807274
SotukenA_data_7773.csv,1,"[0.18195522, 0.8180447]",1,0.8180447
SotukenA_data_3333.csv,0,"[0.18331765, 0.81668234]",1,0.81668234
SotukenA_data_3033.csv,1,"[0.1890916, 0.8109084]",1,0.8109084
SotukenA_data_6732.csv,1,"[0.20084259, 0.7991574]",1,0.7991574
SotukenA_data_335.csv,0,"[0.23467186, 0.76532817]",1,0.76532817
SotukenA_data_1813.csv,1,"[0.23738977, 0.7626102]",1,0.7626102
SotukenA_data_10443.csv,0,"[0.28178892, 0.7182111]",1,0.7182111
SotukenA_data_5500.csv,1,"[0.31951037, 0.68048966]",1,0.68048966
SotukenA_data_2409.csv,0,"[0.32978785, 0.6702121]",1,0.6702121
SotukenA_data_3292.csv,0,"[0.34170517, 0.65829486]",1,0.65829486
SotukenA_data_5558.csv,1,"[0.38244894, 0.6175511]",1,0.6175511
SotukenA_data_10062.csv,1,"[0.40727496, 0.59272504]",1,0.59272504
SotukenA_data_2832.csv,0,"[0.42755565, 0.5724443]",1,0.5724443
SotukenA_data_4514.csv,1,"[0.5647166, 0.4352835]",0,0.4352835
SotukenA_data_3595.csv,1,"[0.5662997, 0.43370035]",0,0.43370035
SotukenA_data_2113.csv,0,"[0.62430626, 0.3756937]",0,0.3756937
SotukenA_data_3482.csv,0,"[0.64418244, 0.35581762]",0,0.35581762
SotukenA_data_2417.csv,1,"[0.68057275, 0.3194272]",0,0.3194272
SotukenA_data_3337.csv,0,"[0.6808699, 0.31913015]",0,0.31913015
SotukenA_data_255.csv,0,"[0.6965585, 0.30344146]",0,0.30344146
SotukenA_data_10406.csv,1,"[0.71606034, 0.28393963]",0,0.28393963
SotukenA_data_2678.csv,0,"[0.7255187, 0.2744814]",0,0.2744814
SotukenA_data_10475.csv,1,"[0.7437727, 0.25622737]",0,0.25622737
SotukenA_data_3522.csv,0,"[0.74436206, 0.25563797]",0,0.25563797
SotukenA_data_3280.csv,0,"[0.7663937, 0.23360625]",0,0.23360625
SotukenA_data_10197.csv,0,"[0.81466, 0.18533997]",0,0.18533997
SotukenA_data_5293.csv,1,"[0.81746376, 0.1825362]",0,0.1825362
SotukenA_data_3382.csv,1,"[0.8204725, 0.17952758]",0,0.17952758
SotukenA_data_1215.csv,0,"[0.8253253, 0.17467467]",0,0.17467467
SotukenA_data_7455.csv,1,"[0.8406799, 0.15932015]",0,0.15932015
SotukenA_data_7707.csv,1,"[0.8417387, 0.15826125]",0,0.15826125
SotukenA_data_10149.csv,0,"[0.84993786, 0.15006216]",0,0.15006216
SotukenA_data_3433.csv,1,"[0.8621561, 0.13784397]",0,0.13784397
SotukenA_data_6823.csv,1,"[0.8932192, 0.10678081]",0,0.10678081
SotukenA_data_7419.csv,1,"[0.90589494, 0.09410501]",0,0.09410501
SotukenA_data_2215.csv,0,"[0.9101376, 0.08986238]",0,0.08986238
SotukenA_data_3569.csv,0,"[0.9207602, 0.07923977]",0,0.07923977
SotukenA_data_1217.csv,1,"[0.9269547, 0.07304531]",0,0.07304531
SotukenA_data_4867.csv,1,"[0.9303538, 0.06964611]",0,0.06964611
SotukenA_data_199.csv,1,"[0.9309267, 0.06907337]",0,0.06907337
SotukenA_data_2817.csv,0,"[0.9420608, 0.05793915]",0,0.05793915
SotukenA_data_5987.csv,1,"[0.9516543, 0.04834568]",0,0.04834568
SotukenA_data_2566.csv,0,"[0.9583664, 0.041633572]",0,0.041633572
SotukenA_data_10206.csv,0,"[0.96268666, 0.03731339]",0,0.03731339
SotukenA_data_10208.csv,0,"[0.9644416, 0.03555839]",0,0.03555839
SotukenA_data_2951.csv,1,"[0.9667923, 0.03320775]",0,0.03320775
SotukenA_data_3331.csv,0,"[0.970324, 0.029675981]",0,0.029675981
SotukenA_data_8478.csv,1,"[0.9747284, 0.02527161]",0,0.02527161
SotukenA_data_5569.csv,1,"[0.976649, 0.023350997]",0,0.023350997
SotukenA_data_1968.csv,0,"[0.97984916, 0.020150835]",0,0.020150835
SotukenA_data_2181.csv,0,"[0.98012024, 0.019879814]",0,0.019879814
SotukenA_data_7388.csv,1,"[0.98217714, 0.017822843]",0,0.017822843
SotukenA_data_1636.csv,1,"[0.9847388, 0.015261229]",0,0.015261229
SotukenA_data_214.csv,0,"[0.9856737, 0.014326212]",0,0.014326212
SotukenA_data_5317.csv,1,"[0.98725474, 0.012745248]",0,0.012745248
SotukenA_data_9006.csv,1,"[0.9898527, 0.010147208]",0,0.010147208
SotukenA_data_2987.csv,0,"[0.99014914, 0.009850795]",0,0.009850795
SotukenA_data_1601.csv,1,"[0.990612, 0.0093880445]",0,0.0093880445
SotukenA_data_2039.csv,1,"[0.9921604, 0.00783956]",0,0.00783956
SotukenA_data_10176.csv,0,"[0.99230754, 0.007692377]",0,0.007692377
SotukenA_data_5768.csv,1,"[0.9933469, 0.006653096]",0,0.006653096
SotukenA_data_8130.csv,1,"[0.99383175, 0.006168217]",0,0.006168217
SotukenA_data_6620.csv,1,"[0.99401146, 0.005988539]",0,0.005988539
SotukenA_data_8185.csv,1,"[0.9945754, 0.005424648]",0,0.005424648
